Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,HDOP,Altitude,UTM_easting,UTM_northing,Fixed_quality,UTC,Zone,Letter
1677430365.6251397,0,78763,78763,GPS1_Frame,42.31495771833333,-71.08853434,0.61,36.554,327884.4791095586,4686858.894897025,4,21 Hours 52 Minutes 43.00 Seconds,19,T
1677430366.6307578,0,78764,78764,GPS1_Frame,42.314957721666666,-71.08853432999999,0.61,36.562,327884.4799427793,4686858.895246932,4,21 Hours 52 Minutes 44.00 Seconds,19,T
1677430367.634741,0,78765,78765,GPS1_Frame,42.31495773500001,-71.0885343,0.61,36.562,327884.48245152016,4686858.896666795,4,21 Hours 52 Minutes 45.00 Seconds,19,T
1677430368.6291184,0,78766,78766,GPS1_Frame,42.31495775166666,-71.088534365,0.61,36.556,327884.4771400979,4686858.898649006,4,21 Hours 52 Minutes 46.00 Seconds,19,T
1677430369.6288736,0,78767,78767,GPS1_Frame,42.314957748333335,-71.08853439166666,0.61,36.545,327884.47493332834,4686858.898332821,4,21 Hours 52 Minutes 47.00 Seconds,19,T
1677430370.6331594,0,78768,78768,GPS1_Frame,42.31495775,-71.08853438333334,0.61,36.545,327884.47562464635,4686858.89850103,4,21 Hours 52 Minutes 48.00 Seconds,19,T
1677430371.6279852,0,78769,78769,GPS1_Frame,42.31495774666667,-71.088534335,0.61,36.554,327884.47959886375,4686858.898033097,4,21 Hours 52 Minutes 49.00 Seconds,19,T
1677430372.6374395,0,78770,78770,GPS1_Frame,42.31495767,-71.08853427666666,0.61,36.55,327884.4841972982,4686858.889401852,4,21 Hours 52 Minutes 50.00 Seconds,19,T
1677430373.6331077,0,78771,78771,GPS1_Frame,42.314957678333336,-71.08853427833333,0.61,36.549,327884.4840826611,4686858.890330575,4,21 Hours 52 Minutes 51.00 Seconds,19,T
1677430374.6276445,0,78772,78772,GPS1_Frame,42.31495773500001,-71.08853431166668,0.61,36.541,327884.4814900338,4686858.896690398,4,21 Hours 52 Minutes 52.00 Seconds,19,T
1677430375.6367738,0,78773,78773,GPS1_Frame,42.31495772,-71.08853428833332,0.61,36.562,327884.4833721165,4686858.894977558,4,21 Hours 52 Minutes 53.00 Seconds,19,T
1677430376.6400654,0,78774,78774,GPS1_Frame,42.31495785333333,-71.08853430999999,0.61,36.577,327884.4819499835,4686858.909826997,4,21 Hours 52 Minutes 54.00 Seconds,19,T
1677430377.627849,0,78775,78775,GPS1_Frame,42.31495786166667,-71.08853428833332,0.61,36.559,327884.48375831917,4686858.910708508,4,21 Hours 52 Minutes 55.00 Seconds,19,T
1677430378.6365294,0,78776,78776,GPS1_Frame,42.314957764999996,-71.088534335,0.61,36.561,327884.479648843,4686858.900068869,4,21 Hours 52 Minutes 56.00 Seconds,19,T
1677430379.6378446,0,78777,78777,GPS1_Frame,42.314957748333335,-71.08853429166668,0.61,36.553,327884.4831746452,4686858.898130493,4,21 Hours 52 Minutes 57.00 Seconds,19,T
1677430380.6350086,0,78778,78778,GPS1_Frame,42.31495772666667,-71.08853426333333,0.61,36.547,327884.48545062053,4686858.895667257,4,21 Hours 52 Minutes 58.00 Seconds,19,T
1677430381.631635,0,78779,78779,GPS1_Frame,42.3149577,-71.088534345,0.61,36.544,327884.4786475127,4686858.8928713715,4,21 Hours 52 Minutes 59.00 Seconds,19,T
1677430382.627585,0,78780,78780,GPS1_Frame,42.314957715000006,-71.08853428,0.61,36.553,327884.48404526245,4686858.894405488,4,21 Hours 53 Minutes 00.00 Seconds,19,T
1677430383.6277978,0,78781,78781,GPS1_Frame,42.31495770333333,-71.08853430333333,0.63,36.55,327884.48209048266,4686858.8931572065,4,21 Hours 53 Minutes 01.00 Seconds,19,T
1677430384.6397262,0,78782,78782,GPS1_Frame,42.314957744999994,-71.08853432,0.61,36.563,327884.4808305185,4686858.897817678,4,21 Hours 53 Minutes 02.00 Seconds,19,T
1677430385.6384902,0,78783,78783,GPS1_Frame,42.31495767666667,-71.08853423833334,0.61,36.565,327884.4873746435,4686858.890064575,4,21 Hours 53 Minutes 03.00 Seconds,19,T
1677430386.626981,0,78784,78784,GPS1_Frame,42.31495766333334,-71.08853420833334,0.61,36.563,327884.48981069156,4686858.888523316,4,21 Hours 53 Minutes 04.00 Seconds,19,T
1677430387.6280398,0,78785,78785,GPS1_Frame,42.31495771333333,-71.08853434833333,0.61,36.544,327884.4784091513,4686858.894358674,4,21 Hours 53 Minutes 05.00 Seconds,19,T
1677430388.6368933,0,78786,78786,GPS1_Frame,42.31495771666667,-71.08853435666667,0.61,36.548,327884.47773146187,4686858.894745676,4,21 Hours 53 Minutes 06.00 Seconds,19,T
1677430389.6330497,0,78787,78787,GPS1_Frame,42.31495774333333,-71.08853436999999,0.61,36.546,327884.4767053154,4686858.897733772,4,21 Hours 53 Minutes 07.00 Seconds,19,T
1677430390.6331513,0,78788,78788,GPS1_Frame,42.31495771833333,-71.08853437333333,0.61,36.543,327884.47636245226,4686858.894964468,4,21 Hours 53 Minutes 08.00 Seconds,19,T
1677430391.6278114,0,78789,78789,GPS1_Frame,42.31495768833334,-71.08853426,0.61,36.552,327884.48562083056,4686858.891403902,4,21 Hours 53 Minutes 09.00 Seconds,19,T
1677430392.62924,0,78790,78790,GPS1_Frame,42.31495774666667,-71.088534325,0.61,36.543,327884.4804229974,4686858.898012865,4,21 Hours 53 Minutes 10.00 Seconds,19,T
